page_number,sentence_chunk,chunk_char_count,chunk_word_count,chunk_token_count
633,"downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=366   634 | Phosphorus",482,71,120.5
634,"Sulfur UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM Sulfur is incorporated into protein structures in the body. Amino acids, methionine and cysteine contain sulfur which are essential for the antioxidant enzyme glutathione peroxidase. Some vitamins like thiamin and biotin also contain sulfur which are important in regulating acidity in the body. Sulfur is a major mineral with no recommended intake or deficiencies when protein needs are met. Sulfur is mostly consumed as a part of dietary proteins and sulfur containing vitamins. Sulfur’s Functional Role Sulfur is the third most abundant mineral in our body after calcium and phosphorus.1 Sulfur is incorporated into protein structures in the body such as keratin in hair and provides stabilization to these protein structures. One of it’s key roles is the synthesis of 3’- phosphoadenosine-5’phosphosulfate (PAPS)2 which is used in the 1. Nimni, M. E., Han, B., & Cordoba, F. (2007). Are we getting enough sulfur in our diet?. Nutrition & Metabolism, 4,24.",1066,165,266.5
634,"https:/ /doi.org/10.1186/ 1743-7075-4-24. 2. Weiss, M., Steiner, D. F., & Philipson, L. H. (2000). Insulin biosynthesis, secretion, structure, and structure-activity Sulfur | 635",178,22,44.5
635,"biosynthesis of compounds essential in chondroitin in bones and cartilage, heparin and insulin.3 Additionally, sulfur is an important component of the antioxidant enzyme glutathione peroxidase. Excess cysteine and methionine are oxidized to sulfate and excreted in the urine or stored as glutathione.4 Dietary Reference Intakes for Sulfur Sulfur is a major mineral with no recommended intake. Deficiencies are not found in those that meet protein requirements or in those with adequate consumption of sulfur-containing amino acids. Adverse effects were reported in individuals that ingest water sources with high levels of inorganic sulfur. Osmotic diarrhea may result and is of particular concern in infants. Animal studies showed that growth is stunted with inadequate sulfur intake from foods and beverages. Current data is insufficient to establish a Tolerable Upper Intake Level (UL).5 relationships. In K. R. Feingold (Eds.)et.al.,",937,136,234.25
635,"Endotext. MDText.com, Inc. 3. Weiss, M., Steiner, D. F., & Philipson, L. H. (2000). Insulin biosynthesis, secretion, structure, and structure-activity relationships. In K. R. Feingold (Eds.)et.al.,Endotext. MDText.com, Inc. 4. Nimni, M. E., Han, B., & Cordoba, F. (2007).",271,36,67.75
635,"Are we getting enough sulfur in our diet?. Nutrition & Metabolism, 4,24.https:/ /doi.org/10.1186/ 1743-7075-4-24. 5. Institute of Medicine. (2006). Dietary Reference Intakes: 636 | Sulfur",187,24,46.75
636,"Dietary Sources of Sulfur Dietary sources mainly come from sulfur-containing amino acids methionine and cysteine. Some vitamins like thiamin and biotin contain sulfur which are important in regulating acidity in the body. Sulfur can also be obtained from sulfur-containing foods such as garlic, onion and cruciferous vegetables.6 Tap water also supplies sulfur but its concentration varies depending on location.7 Dietary supplements such as chondroitin sulfate or glucosamine sulfate commonly used to aid bone and joint health also contain sulfur.8   Table 10.5 Sulfur Content in Various Foods The Essential Guide to Nutrient Requirements. Washington, DC: The National Academies Press. https:/ /doi.org/10.17226/11537. 6. Institute of Medicine. (2006). Dietary Reference Intakes: The Essential Guide to Nutrient Requirements. Washington, DC: The National Academies Press.",872,120,218.0
636,"https:/ /doi.org/10.17226/11537. 7. Doleman, J. F., Grisar, K., Van Liedekerke, L., Saha, S., Roe, M., Tapp, H. S., & Mithen, R. F. (2017). The contribution of alliaceous and cruciferous vegetables to dietary sulphur intake. Food Chemistry, 234, 38–45. https:/ /doi.org/10.1016/j.foodchem.2017.04.098. 8. Nimni, M. E., Han, B., & Cordoba, F. (2007). Are we getting enough sulfur in our diet?. Nutrition & Metabolism, 4,24.",422,60,105.5
637,"Food Serving Methionine (mg) Cystine (mg) Turkey breast 1 breast 7102 2442 Brazil nuts 1 cup 1495 407 Canned tuna 1 cup 1259 456 Swiss Cheese, diced 1 cup 1035 383 Canned green peas 1 can 257 0.172 Egg, whole 1 large 189 136 Dried peaches 1 cup 139 46 Sweet potatoes 1 cup 134 43 Russet potatoes, baked 1 large potato (3” to 4-¼” diameter) 123 93 Whole-grain bread 1 slice 36 46 Broccoli ½ cup 34 24 Cauliflower ½ cup 16 13 Source: USDA Standard Reference Legacy Nutrient Search Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly 638 | Sulfur",924,154,231.0
638,recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=368   Sulfur | 639,290,44,72.5
639,"Magnesium UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM Magnesium’s Functional Role Approximately 60 percent of magnesium in the human body is stored in the skeleton, making up about 1 percent of mineralized bone tissue. Magnesium is not an integral part of the hard mineral crystals, but it does reside on the surface of the crystal and helps maximize bone structure. Observational studies link magnesium deficiency with an increased risk for osteoporosis. A magnesium- deficient diet is associated with decreased levels of parathyroid hormone and the activation of vitamin D, which may lead to an impairment of bone remodeling. A study in nine hundred elderly women and men did show that higher dietary intakes of magnesium correlated to an increased BMD in the hip.1 Only a few clinical trials have evaluated the effects of magnesium supplements on bone health and their results suggest some modest benefits on BMD. In addition to participating in bone maintenance, magnesium has several other functions in the body. In every reaction involving the 1. Tucker KL, Hannan MT, et al.(1994). Potassium, Magnesium, and Fruit and Vegetable Intakes Are Associated with Greater Bone Mineral Density in Elderly Men and Women. American Journal of Clinical Nutrition, 69(4), 727–36.",1328,205,332.0
640,"cellular energy molecule, ATP, magnesium is required. More than three hundred enzymatic reactions require magnesium. Magnesium plays a role in the synthesis of DNA and RNA, carbohydrates, and lipids, and is essential for nerve conduction and muscle contraction. Another health benefit of magnesium is that it may decrease blood pressure. Many Americans do not get the recommended intake of magnesium from their diets. Some observational studies suggest mild magnesium deficiency is linked to increased risk for cardiovascular disease. Signs and symptoms of severe magnesium deficiency may include tremor, muscle spasms, loss of appetite, and nausea. Dietary Reference Intakes for Magnesium The RDAs for magnesium for adults between ages nineteen and thirty are 400 milligrams per day for males and 310 milligrams per day for females. For adults above age thirty, the RDA increases slightly to 420 milligrams per day for males and 320 milligrams for females. Table 10.6  Dietary Reference Intakes for Magnesium Magnesium | 641",1025,156,256.25
641,"Age Group RDA (mg/ day) UL from non-food sources (mg/ day) Infants (0–6 months) 30* – Infants (6–12 months) 75* – Children (1–3 years) 80 65 Children (4–8 years) 130 110 Children (9–13 years) 240 350 Adolescents (14–18 years) 410 350 Adults (19–30 years) 400 350 Adults (> 30 years) 420 350 * denotes Adequate Intake Source:  Dietary Supplement Fact Sheet: Magnesium. National Institutes of Health, Office of Dietary Supplements. http:/ /ods.od.nih.gov/factsheets/Magnesium- HealthProfessional/. Updated July 13, 2009. Accessed November 12, 2017. Dietary Sources of Magnesium Magnesium is part of the green pigment, chlorophyll, which is vital for photosynthesis in plants; therefore green leafy vegetables are a good dietary source for magnesium. Magnesium is also found in high concentrations in fish, dairy products, meats, whole grains, and nuts. Additionally chocolate, coffee, and hard water contain a good amount of magnesium. Most people in America do not fulfill the RDA for magnesium in their diets. Typically, Western diets lean toward a low fish intake and the unbalanced consumption of refined grains versus whole grains. Table 10.7 Magnesium Content of Various Foods 642 | Magnesium",1196,182,299.0
642,"Food Serving Magnesium (mg) Percent Daily Value Almonds 1 oz. 80 20 Cashews 1 oz. 74 19 Soymilk 1 c. 61 15 Black beans ½ c. 60 15 Edamame ½ c. 50 13 Bread 2 slices 46 12 Avocado 1 c. 44 11 Brown rice ½ c. 42 11 Yogurt 8 oz. 42 11 Oatmeal, instant 1 packet 36 9 Salmon 3 oz. 26 7 Chicken breasts 3 oz. 22 6 Apple 1 medium 9 2 Source:  Dietary Supplement Fact Sheet: Magnesium. National Institutes of Health, Office of Dietary Supplements. http:/ /ods.od.nih.gov/factsheets/Magnesium- HealthProfessional/. Updated July 13, 2009. Accessed November 12, 2017. Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.",716,121,179.0
643,"downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=370   644 | Magnesium",481,71,120.25
644,Summary of Major Minerals UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM Table 10.8 A Summary of the Major Minerals Summary of Major Minerals | 645,200,33,50.0
645,"Micronutrient Sources Recommended Intakes for adults Major functions Deficiency diseases and symptoms Groups a for defic Calcium Yogurt, cheese, sardines, milk, orange juice, turnip 1,000 mg/day Component of mineralized bone, provides structure and microarchitecture Increased risk of osteoporosis Postmen women, who are actosein or vegan Phosphorus Salmon, yogurt, turkey, chicken, beef, lentils 700 mg/day Structural component of bones, cell membrane, DNA and RNA, and ATP Bone loss, weak bones Older ad alcoholic Magnesium Whole grains and legumes, almonds, cashews, hazelnuts, beets, collards, and kelp 420 mg/day Component of mineralized bone, ATP synthesis and utilization, carbohydrate, lipid,protein, RNA, and DNA synthesis Tremor, muscle spasms, loss of appetite, nausea Alcoholic individua kidney a gastroint disease Sulfur Protein foods None specified Structure of some vitamins and amino acids, acid-base balance None when protein needs are met None Sodium Processed foods, table salt, pork, chicken < 2,300 mg/ day; ideally 1,500 mg/day Major positive extracellular ion, nerve transmission, muscle contraction, fluid balance Muscle cramps People consumi much wa excessiv sweating with vom diarrhea Potassium Fruits, vegetables, legumes, whole grains, milk 4700 mg/day Major positive intracellular ion, nerve transmission, muscle contraction, fluid balance Irregular heartbeat, muscle cramps People consumi high in processe meats, th with vom diarrhea Chloride Table salt, processed foods <3600 mg/ day; ideally 2300 mg/day Major negative extracellular ion, fluid balance Unlikely none 646 | Summary of Major Minerals",1629,227,407.25
646,"Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=372   An interactive or media element has been excluded from this version of the text. You can Summary of Major Minerals | 647",831,123,207.75
647,view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=372   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=372 648 | Summary of Major Minerals,280,37,70.0
650,"Wakame Salad Seaweed Food Cooking by maxpixel.co m / CCO Introduction UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM Li‘ili‘i ka ‘ōhiki, loloa ka lua Small is the crab, large is the hole Learning Objectives By the end of this chapter you will be able to: • Describe the functional role, intake Introduction | 651",365,62,91.25
651,"recommendations and sources of trace minerals Trace minerals are classified as minerals required in the diet each day in smaller amounts, specifically 100 milligrams or less. These include copper, zinc, selenium, iodine, chromium, fluoride, manganese, molybdenum, and others. Although trace minerals are needed in smaller amounts it is important to remember that a deficiency in a trace mineral can be just as detrimental to your health as a major mineral deficiency. Iodine deficiency is a major concern in countries around the world such as Fiji. In the 1990’s, almost 50% of the population had signs of iodine deficiency also known as goiter. To combat this national issue, the government of Fiji banned non-iodized salt and allowed only fortified iodized salt into the country in hopes of increasing the consumption of iodine in people’s diets. With this law, and health promotion efforts encouraging the consumption of seafood, great progress has been made in decreasing the prevalence of iodine deficiency in Fiji.1 Figure 11.1 The Trace Minerals 1. Micronutrient Deficiencies. (2015). Ministry of Health and Medical Services, Shaping Fiji’s Health.",1155,172,288.75
652,"Image by Allison Calabrese / CC BY 4.0 Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Introduction | 653",374,53,93.5
653,"Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=378   654 | Introduction",412,62,103.0
654,"Image by Allison Calabrese / CC BY 4.0 Iron UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM Red blood cells contain the oxygen-carrier protein hemoglobin. It is composed of four globular peptides, each containing a heme complex. In the center of each heme, lies iron (Figure 11.2). Iron is needed for the production of other iron-containing proteins such as myoglobin. Myoglobin is a protein found in the muscle tissues that enhances the amount of available oxygen for muscle contraction. Iron is also a key component of hundreds of metabolic enzymes. Many of the proteins of the electron-transport chain contain iron–sulfur clusters involved in the transfer of high-energy electrons and ultimately ATP synthesis. Iron is also involved in numerous metabolic reactions that take place mainly in the liver and detoxify harmful substances. Moreover, iron is required for DNA synthesis. The great majority of iron used in the body is that recycled from the continuous breakdown of red blood cells.",1045,164,261.25
655,"Hemoglobin is composed of four peptides. Each contains a heme group with iron in the center. The iron in hemoglobin binds to oxygen in the capillaries of the lungs and transports it to cells where the oxygen is released. If iron level is low hemoglobin is not synthesized in sufficient amounts and the oxygen-carrying capacity of red blood cells is reduced, resulting in anemia. When iron levels are low in the diet the small intestine more efficiently absorbs iron in an attempt to compensate for the low dietary intake, but this process cannot make up for the excessive loss of iron that occurs with chronic blood loss or low intake. When blood cells are decommissioned for use, the body recycles the iron back to the bone marrow where red blood cells are made. The body stores some iron in the bone marrow, liver, spleen, and skeletal muscle. A relatively small amount of iron is excreted when cells lining the small intestine and skin cells die and in blood loss, such as during menstrual bleeding. The lost iron must be replaced from dietary sources. The bioavailability of iron is highly dependent on dietary sources.",1123,193,280.75
655,"In animal-based foods about 60 percent of iron is bound to hemoglobin, and heme iron is more bioavailable than nonheme iron. The other 40 percent of iron in animal-based foods is nonheme, which is the only iron source in plant-based foods. Some plants contain chemicals (such as phytate, oxalates, tannins, and polyphenols) that inhibit iron absorption. Although, eating fruits and vegetables rich in vitamin C at the same time as iron-containing foods markedly increases iron absorption. A review in the American Journal of Clinical Nutrition reports that in developed countries iron bioavailability from mixed diets ranges between 14 and 18 percent, and that from vegetarian diets ranges between 5 and 12 percent.1 1. Centers for Disease Control and Prevention. “Iron and Iron Deficiency.”Accessed October 2, 2011. 656 | Iron",827,128,206.75
656,"Vegans are at higher risk for iron deficiency, but careful meal planning does prevent its development. Iron deficiency is the most common of all micronutrient deficiencies. Table 11.1 Enhancers and Inhibitors of Iron Absorption Enhancer Inhibitor Meat Phosphate Fish Calcium Poultry Tea Seafood Coffee Stomach acid Colas Soy protein High doses of minerals (antacids) Bran/fiber Phytates Oxalates Polyphenols Figure 11.3 Iron Absorption, Functions, and Loss http:/ /www.cdc.gov/nutrition/everyone/basics/ vitamins/iron.html. Iron | 657",534,71,133.5
657,"Image by Allison Calabrese / CC BY 4.0   Iron Toxicity The body excretes little iron and therefore the potential for accumulation in tissues and organs is considerable. Iron accumulation in certain tissues and organs can cause a host of health problems in children and adults including extreme fatigue, arthritis, joint pain, and severe liver and heart toxicity. In children, death has occurred from ingesting as little as 200 mg of iron and therefore it is critical to keep iron supplements out of children’s reach. The IOM has set tolerable upper intake levels of iron (Table 11.2 “Dietary Reference Intakes for Iron”). Mostly a hereditary disease, hemochromatosis is the result of a genetic mutation that leads to abnormal iron metabolism and an accumulation of iron in certain tissues such as the liver, pancreas, and heart. The signs and symptoms of hemochromatosis are similar to those of iron overload 658 | Iron",919,151,229.75
658,"in tissues caused by high dietary intake of iron or other non-genetic metabolic abnormalities, but are often increased in severity. Dietary Reference Intakes for Iron Table 11.2 Dietary Reference Intakes for Iron Age Group RDA(mg/day) UL(mg/ day) Infant (0–6 months) 0.27* 40 Infants (6–12 months) 11* 40 Children (1–3 years) 7 40 Children (4–8 years) 10 40 Children (9–13 years) 8 40 Adolescents (14–18 years) 11 (males), 15 (females) 45 Adults (19–50 years) 8 (males), 18 (females) 45 Adults (> 50 years) 8 45 * denotes Adequate Intake Dietary Sources of Iron Table 11.3 Iron Content of Various Foods Iron | 659",613,102,153.25
659,"Food Serving Iron (mg) Percent Daily Value Breakfast cereals, fortified 1 serving 18 100 Oysters 3 oz. 8 44 Dark chocolate 3 oz. 7 39 Beef liver 3 oz. 5 28 Lentils ½ c. 3 17 Spinach, boiled ½ c. 3 17 Tofu, firm ½ c. 3 17 Kidney beans ½ c. 2 11 Sardines 3 oz. 2 11 Iron-Deficiency Anemia Iron-deficiency anemia is a condition that develops from having insufficient iron levels in the body resulting in fewer and smaller red blood cells containing lower amounts of hemoglobin. Regardless of the cause (be it from low dietary intake of iron or via excessive blood loss), iron-deficiency anemia has the following signs and symptoms, which are linked to the essential functions of iron in energy metabolism and blood health: • Fatigue • Weakness • Pale skin • Shortness of breath • Dizziness • Swollen, sore tongue 660 | Iron",820,149,205.0
660,"• Abnormal heart rate Iron-deficiency anemia is diagnosed from characteristic signs and symptoms and confirmed with simple blood tests that count red blood cells and determine hemoglobin and iron content in blood. Anemia is most often treated with iron supplements and increasing the consumption of foods that are higher in iron. Iron supplements have some adverse side effects including nausea, constipation, diarrhea, vomiting, and abdominal pain. Reducing the dose at first and then gradually increasing to the full dose often minimizes the side effects of iron supplements. Avoiding foods and beverages high in phytates and also tea (which contains tannic acid and polyphenols, both of which impair iron absorption), is important for people who have iron-deficiency anemia. Eating a dietary source of vitamin C at the same time as iron-containing foods improves absorption of nonheme iron in the gut. Additionally, unknown compounds that likely reside in muscle tissue of meat, poultry, and fish increase iron absorption from both heme and nonheme sources. See Table 17.2 “Enhancers and Inhibitors of Iron Absorption” for more enhancers and inhibitors for iron absorption. Iron Deficiency: A Worldwide Nutritional Health Problem The Centers for Disease Control and Prevention reports that iron deficiency is the most common nutritional deficiency worldwide.2 The WHO estimates that 80 percent of people are iron 2. Iron and Iron Deficiency.",1444,217,361.0
661,"deficient and 30 percent of the world population has iron- deficiency anemia.3 The main causes of iron deficiency worldwide are parasitic worm infections in the gut causing excessive blood loss, and malaria, a parasitic disease causing the destruction of red blood cells. In the developed world, iron deficiency is more the result of dietary insufficiency and/or excessive blood loss occurring during menstruation or childbirth. At-Risk Populations Infants, children, adolescents, and women are the populations most at risk worldwide for iron-deficiency anemia by all causes. Infants, children, and even teens require more iron because iron is essential for growth. In these populations, iron deficiency (and eventually iron-deficiency anemia) can also cause the following signs and symptoms: poor growth, failure to thrive, and poor performance in school, as well as mental, motor, and behavioral disorders. Women who experience heavy menstrual bleeding or who are pregnant require more iron in the diet. One more high-risk group is the elderly. Both elderly men and women have a high incidence of everyone/basics/vitamins/iron.html. Accessed October 2, 2011. 3.",1163,171,290.75
661,"Anemia. The World Bank.http:/ /web.worldbank.org/ WBSITE/EXTERNAL/TOPICS/ EXTHEALTHNUTRITIONANDPOPULATION/ EXTPHAAG/ 0,,contentMDK:20588506~menuPK:1314803~pagePK:642 29817~piPK:64229743 ~theSitePK:672263,00.html. Accessed October 2, 2011. 662 | Iron",249,18,62.25
662,"anemia and the most common causes are dietary iron deficiency and chronic disease such as ulcer, inflammatory diseases, and cancer. Additionally, those who have recently suffered from traumatic blood loss, frequently donate blood, or take excessive antacids for heartburn need more iron in the diet. Preventing Iron-Deficiency Anemia In young children iron-deficiency anemia can cause significant motor, mental, and behavioral abnormalities that are long-lasting. In the United States, the high incidence of iron-deficiency anemia in infants and children was a major public-health problem prior to the early 1970s, but now the incidence has been greatly reduced. This achievement was accomplished by implementing the screening of infants for iron-deficiency anemia in the health sector as a common practice, advocating the fortification of infant formulas and cereals with iron, and distributing them in supplemental food programs, such as that within Women, Infants, and Children (WIC). Breastfeeding, iron supplementation, and delaying the introduction of cow’s milk for at least the first twelve months of life were also encouraged. These practices were implemented across the socioeconomic spectrum and by the 1980s iron-deficiency anemia in infants had significantly declined. Other solutions had to be introduced in young children, who no longer were fed breast milk or fortified formulas and were consuming cow’s milk. The following solutions were introduced to parents: provide a diet rich in sources of iron and vitamin C, limit cow’s milk consumption to less than twenty-four ounces per day, and a multivitamin containing iron. In the third world, iron-deficiency anemia remains a significant public-health challenge.",1727,253,431.75
663,"occur in Africa and Southeast Asia. The World Bank states five key interventions to combat anemia:4 • Provide at-risk groups with iron supplements. • Fortify staple foods with iron and other micronutrients whose deficiencies are linked with anemia. • Prevent the spread of malaria and treat the hundreds of millions with the disease. • Provide insecticide-treated bed netting to prevent parasitic infections. • Treat parasitic-worm infestations in high-risk populations. Also, there is ongoing investigation as to whether supplying iron cookware to at-risk populations is effective in preventing and treating iron-deficiency anemia. Learning Activities Technology Note: The second edition of the Human 4. Anemia. The World Bank.",728,105,182.0
663,"http:/ /web.worldbank.org/ WBSITE/EXTERNAL/TOPICS/ EXTHEALTHNUTRITIONANDPOPULATION/ EXTPHAAG/ 0,,contentMDK:20588506~menuPK:1314803~pagePK:642 29817~piPK:64229743 ~theSitePK:672263,00.html. Accessed October 2, 2011. 664 | Iron",226,14,56.5
664,"Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=382   Iron | 665",652,94,163.0
665,"Copper UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM Copper, like iron, assists in electron transfer in the electron- transport chain. It is also an enzyme cofactor essential for iron absorption and transport. The other important function of copper is as an antioxidant. It is naturally present in several foods and is generally accessible as a dietary supplement.1 A typical adult body has a total copper content of 50-120 mg.2 The body maintains copper level balance through absorption from the intestine and the release of copper by the liver into bile.3 Current studies indicate that copper deficiency may be more frequent than what was previously discovered, while copper toxicity is rare due to conventional diets.4 Symptoms of mild to moderate copper 1. Collins JF. Copper. In: Ross AC, Caballero B, Cousins RJ, Tucker KL, Ziegler TR, eds. Modern Nutrition in Health and Disease.",940,149,235.0
665,"11th ed. Baltimore, MD: Lippincott Williams & Wilkins; 2014:206-16. 2. Prohaska JR. Copper. In: Erdman JW, Macdonald IA, Zeisel SH, eds. Present Knowledge in Nutrition.10th ed. Washington, DC: Wiley-Blackwell; 2012:540-53. 3.",225,30,56.25
665,"Institute of Medicine, Food and Nutrition Board. Dietary Reference Intakes for Vitamin A, Vitamin K, Arsenic, Boron, Chromium, Copper, Iodine, Iron, Manganese, Molybdenum, Nickel, Silicon, Vanadium, and Zinc. Washington, DC: National Academies Press; 2001. 4. de Romaña, D. L., Olivares, M., Uauy, R., & Araya, M. 666 | Copper",326,48,81.5
666,"deficiency are uncommon. More severe copper deficiency can cause anemia from the lack of iron mobilization in the body for red blood cell synthesis. Other signs and symptoms include growth retardation in children and neurological problems because copper is a cofactor for an enzyme that synthesizes myelin, which surrounds many nerves. Dietary Reference Intakes for Copper Table 1: Dietary Reference Intakes for Copper (2011). Risks and benefits of copper in light of new insights of copper homeostasis. Journal of Trace Elements in Medicine and Biology: Organ of the Society for Minerals and Trace Elements (GMS), 25(1), 3–13. https:/ /doi.org/10.1016/j.jtemb.2010.11.004 Copper | 667",685,102,171.25
667,"DRI values (μg/day) Life stage group RDA Infants (0-12 months) – Children (1-3 years) 340 Children (4-8 years) 440 Children (9-13 years) 700 Adolescents (14-18 years) 890 Adults (>18 years) 900 1 Not Determinable  Source: The National Academies Press (2006). Dietary Reference Intakes: The Essential Guide to Nutrient Requirements. The National Academies of Sciences Engineering Medicine.  Dietary Sources of Copper Copper is distributed in many foods and is abundant in organ meats, seafoods, nuts, and seeds. Wheat bran cereals, whole grains and cocoa products are also good sources of copper. The absorption of copper from foods may be reduced by excess intakes of zinc and the amino acid histidine in addition to high intakes of iron and fructose. Copper is also available as part of other ingredients in a multimineral supplement or by itself in a copper only supplement. 668 | Copper",889,142,222.25
668,"Dietary supplements containing copper typically range from a few micrograms to 15 mg.5 Learning Activities Technology Note: The second edition of the Human Nutrition Open Educational Resource (OER) textbook features interactive learning activities.  These activities are available in the web-based textbook and not available in the downloadable versions (EPUB, Digital PDF, Print_PDF, or Open Document). Learning activities may be used across various mobile devices, however, for the best user experience it is strongly recommended that users complete these activities using a desktop or laptop computer and in Google Chrome.   5. Institute of Medicine (US) Panel on Micronutrients. (2001). Dietary reference intakes for vitamin A, vitamin K, arsenic, boron, chromium, copper, iodine, iron, manganese, molybdenum, nickel, silicon, vanadium, and zinc. Washington (DC): National Academies Press (US); 7, Copper. Copper | 669",922,130,230.5
669,An interactive or media element has been excluded from this version of the text. You can view it online here: http:/ /pressbooks.oer.hawaii.edu/ humannutrition2/?p=384   670 | Copper,182,27,45.5
670,"Zinc UNIVERSITY OF HAWAI‘I AT MĀNOA FOOD SCIENCE AND HUMAN NUTRITION PROGRAM AND HUMAN NUTRITION PROGRAM Zinc is a cofactor for over two hundred enzymes in the human body and plays a direct role in RNA, DNA, and protein synthesis. Zinc also is a cofactor for enzymes involved in energy metabolism. As the result of its prominent roles in anabolic and energy metabolism, a zinc deficiency in infants and children blunts growth. The reliance of growth on adequate dietary zinc was discovered in the early 1960s in the Middle East where adolescent nutritional dwarfism was linked to diets containing high amounts of phytate. Cereal grains and some vegetables contain chemicals, one being phytate, which blocks the absorption of zinc and other minerals in the gut. It is estimated that half of the world’s population has a zinc-deficient diet.1 This is largely a consequence of the lack of red meat and seafood in the diet and reliance on cereal grains as the main dietary staple. In adults, severe zinc deficiency can cause hair loss, diarrhea, skin sores, loss of appetite, and weight loss. Zinc is a required cofactor for an enzyme that synthesizes the heme portion of hemoglobin and severely deficient zinc diets can result in anemia. 1. Prasad, Ananda. (",1255,209,313.75
670,"2003). Zinc deficiency. British Medical Journal, 326(7386), 409–410.doi: 10.1136/ bmj.326.7386.409. Accessed October 2, 2011. http:/ /www.ncbi.nlm.nih.gov/pmc/articles/ PMC1125304/?tool=pmcentrez. Zinc | 671",207,18,51.75
671,"Dietary Reference Intakes for Zinc Table 11.4 Dietary Reference Intakes for Zinc Age Group RDA(mg/day) UL(mg/ day) Infant (0–6 months) 2* 4 Infants (6–12 months) 3 5 Children (1–3 years) 3 7 Children (4–8 years) 5 12 Children (9–13 years) 8 23 Adolescents (14–18 years) 11 (males), 9 (females) 34 Adults (19 + years) 11 (males), 8 (females) 40 * denotes Adequate Intake Fact Sheet for Health Professionals: Zinc. National Institute of Health, Office of Dietary Supplements.https:/ /ods.od.nih.gov/ factsheets/Zinc-HealthProfessional/. Updated February 11, 2016. Accessed November 10, 2017. Dietary Sources of Zinc Table 11.5 Zinc Content of Various Foods 672 | Zinc",665,101,166.25
